2024-11-07 03:12:07.251: 2134.5,0.2,792.1,2.6,428.0,5.6,399.3,4.9,385.6,13.0,364.3,13.5,346.5,7.3,326.7,3.6,317.6,12.3
2024-11-07 03:12:07.328: 2116.0,0.2,711.0,2.6,627.3,2.0,446.2,5.7,392.2,3.5,391.9,13.0,365.5,12.3,355.7,3.0,350.0,13.9
2024-11-07 03:12:07.405: 2120.5,0.2,738.3,2.1,589.8,5.8,473.7,2.7,409.7,3.6,390.5,12.8,364.8,12.3,332.5,13.8,294.8,7.3
2024-11-07 03:12:07.482: 2144.5,0.2,658.7,2.8,631.2,2.1,406.3,12.8,400.2,12.3,371.1,3.2,370.9,3.6,357.9,5.8,339.6,13.2
2024-11-07 03:12:07.559: 2136.2,0.2,716.4,2.8,550.3,2.2,427.6,12.6,400.2,5.8,362.7,13.2,349.1,3.6,341.5,4.4,315.8,3.3
2024-11-07 03:12:07.636: 2126.6,0.2,769.6,2.9,533.1,2.2,455.6,12.5,431.4,5.8,422.6,4.4,388.1,3.6,360.4,13.2,331.3,12.0
2024-11-07 03:12:07.713: 2120.4,0.2,788.3,2.9,452.3,5.8,445.1,12.5,429.9,2.2,374.3,13.3,366.1,4.4,319.0,3.4,314.9,12.0
2024-11-07 03:12:07.790: 2128.5,0.2,808.5,2.8,513.9,5.8,423.7,12.5,399.0,13.4,324.2,8.0,295.2,12.0,293.9,3.3,275.8,2.2
2024-11-07 03:12:07.867: 2126.2,0.2,827.5,2.6,462.1,5.9,401.3,12.5,396.5,13.2,394.7,13.5,341.1,1.5,334.5,8.0,325.3,4.2
2024-11-07 03:12:07.944: 2230.3,0.2,824.8,2.7,438.6,5.8,396.5,13.2,384.2,12.5,347.0,4.2,337.7,2.2,334.6,1.6,298.9,8.0
2024-11-07 03:12:08.021: 2240.9,0.2,827.8,2.9,594.0,2.2,494.5,1.7,480.7,5.8,400.0,13.2,377.3,4.2,371.5,12.5,355.9,13.7
2024-11-07 03:12:08.098: 2256.5,0.2,844.2,3.0,780.5,2.2,725.5,1.8,410.4,13.2,362.8,5.0,357.6,4.1,352.8,6.1,345.9,13.7
2024-11-07 03:12:08.175: 2251.0,0.2,921.8,1.9,902.5,2.1,832.7,3.0,386.7,13.2,384.5,3.5,375.5,12.8,340.3,6.1,338.8,13.6
2024-11-07 03:12:08.252: 2241.7,0.2,774.6,1.9,623.9,3.0,406.0,12.7,356.9,5.8,351.0,6.1,325.9,3.5,319.1,6.4,300.9,8.2
2024-11-07 03:12:08.329: 2254.3,0.2,432.9,3.0,425.0,1.9,404.5,13.0,337.1,2.7,322.7,8.3,320.2,14.0,309.8,6.1,300.4,6.5
2024-11-07 03:12:08.406: 2249.2,0.2,509.6,2.0,471.9,2.6,431.8,1.7,394.2,13.0,393.5,3.0,365.0,12.6,354.6,8.3,339.0,6.5
2024-11-07 03:12:08.483: 2266.4,0.2,712.4,2.0,571.4,2.6,556.9,1.7,433.6,3.0,417.5,5.7,375.6,8.3,367.8,12.9,363.9,12.6
2024-11-07 03:12:08.560: 2259.9,0.2,883.0,2.0,565.6,2.6,525.4,1.7,444.4,3.0,409.2,5.7,377.4,7.4,376.7,8.3,368.4,12.7
2024-11-07 03:12:08.637: 2271.7,0.2,856.1,2.0,511.0,3.0,488.0,2.7,434.9,1.6,414.3,8.0,379.1,7.4,364.3,5.7,346.1,12.6
2024-11-07 03:12:08.714: 2287.5,0.2,775.0,2.0,569.7,3.0,436.8,8.0,400.0,7.4,389.2,8.6,365.8,6.6,341.3,13.9,331.9,12.6
2024-11-07 03:12:08.792: 2216.5,0.2,563.6,3.0,537.5,2.0,466.9,7.9,462.4,8.3,456.4,8.5,420.7,7.3,345.8,12.3,327.7,5.8
2024-11-07 03:12:08.868: 2204.7,0.2,648.0,2.0,538.3,7.9,508.1,3.0,434.8,7.3,327.9,12.4,320.2,13.3,312.4,13.9,290.7,6.1
2024-11-07 03:12:08.945: 2137.2,0.2,750.6,2.0,627.3,7.9,472.9,3.0,450.5,8.6,388.1,7.3,370.7,5.6,327.8,12.4,324.2,4.9
2024-11-07 03:12:09.022: 2093.7,0.2,792.6,2.0,674.4,7.9,445.6,5.6,436.2,8.7,408.0,2.7,392.8,3.0,388.3,4.9,366.7,7.3
2024-11-07 03:12:09.099: 2160.7,0.2,819.5,2.0,643.0,8.0,621.6,7.7,454.0,5.7,451.7,2.8,392.7,4.8,364.0,7.0,340.7,12.6
2024-11-07 03:12:09.176: 2151.3,0.2,700.1,1.9,661.4,8.0,635.6,7.6,500.6,5.7,496.3,2.9,490.2,4.8,449.6,2.2,348.4,7.0
2024-11-07 03:12:09.253: 2155.6,0.2,804.4,1.9,666.8,7.9,656.1,2.9,522.6,4.8,477.4,5.7,387.2,4.3,323.6,12.6,312.2,12.1
2024-11-07 03:12:09.330: 2113.3,0.2,952.4,1.9,728.3,2.8,685.2,7.8,569.6,5.7,463.4,4.8,415.2,4.2,339.5,12.3,315.7,12.9
2024-11-07 03:12:09.407: 2128.2,0.2,996.0,1.9,692.0,2.8,682.7,7.8,462.2,4.9,458.2,4.2,437.5,5.8,340.1,12.5,296.3,13.8
2024-11-07 03:12:09.484: 2105.3,0.2,1054.0,1.9,724.8,2.8,690.1,7.8,455.5,4.9,455.3,5.8,446.6,4.2,349.6,12.3,305.5,13.0
2024-11-07 03:12:09.561: 2163.9,0.2,1090.8,1.9,673.1,2.8,649.0,7.9,471.9,4.9,433.3,5.8,408.6,4.2,347.0,12.5,316.2,13.8
2024-11-07 03:12:09.638: 2187.8,0.2,1057.3,1.9,648.2,8.0,628.0,2.7,437.2,5.8,397.2,4.9,367.3,4.3,349.4,12.6,298.2,13.8
2024-11-07 03:12:09.715: 2130.4,0.2,1023.5,2.0,610.8,2.7,590.0,7.9,515.4,7.5,452.2,5.7,370.5,4.9,347.1,12.3,340.5,1.5
2024-11-07 03:12:09.792: 2082.2,0.2,1022.6,2.0,632.9,2.7,571.1,7.9,542.8,1.5,439.1,5.7,409.1,4.9,340.9,12.4,312.5,12.9
2024-11-07 03:12:09.869: 2057.3,0.2,1007.9,2.0,702.3,1.6,679.8,2.7,564.0,7.9,450.1,4.9,424.6,5.6,330.7,12.4,301.5,12.9
2024-11-07 03:12:09.946: 2051.4,0.2,966.5,2.0,773.6,1.7,730.7,2.7,605.8,8.0,500.6,5.7,463.7,7.3,429.4,4.8,335.9,12.3
2024-11-07 03:12:10.023: 2078.9,0.2,877.9,1.9,743.4,2.7,638.6,8.0,494.1,7.3,425.7,5.6,407.6,4.8,336.6,12.3,301.9,13.6
2024-11-07 03:12:10.100: 2130.0,0.2,790.7,1.9,732.0,2.7,629.5,7.9,476.0,5.6,475.3,7.3,352.5,4.8,327.7,6.4,314.1,12.9
2024-11-07 03:12:10.177: 2114.7,0.2,669.2,2.8,584.9,7.9,572.0,1.9,519.9,7.3,518.8,5.7,375.5,6.4,349.5,12.9,345.3,1.4
2024-11-07 03:12:10.254: 2122.7,0.2,648.8,2.9,574.1,7.9,540.6,5.7,505.6,7.3,477.7,8.5,383.7,1.9,352.5,12.3,339.7,1.3
2024-11-07 03:12:10.331: 2177.3,0.2,565.3,7.9,547.4,2.9,545.2,5.7,532.0,1.9,432.9,1.4,321.7,12.3,315.3,3.8,301.1,13.0
2024-11-07 03:12:10.408: 2204.3,0.2,684.9,2.0,600.2,2.8,556.1,8.0,551.8,5.8,478.4,1.4,469.0,7.5,307.1,12.3,303.4,13.2
2024-11-07 03:12:10.485: 2163.2,0.2,809.0,2.7,717.9,2.0,596.0,7.9,393.2,1.4,384.5,8.6,361.0,4.5,351.0,12.3,315.0,5.8
2024-11-07 03:12:10.562: 2134.2,0.2,959.1,2.7,662.8,2.0,646.6,7.8,420.1,5.7,412.4,8.6,381.7,4.4,346.0,12.3,291.9,12.9
2024-11-07 03:12:10.639: 2110.4,0.2,1035.9,2.7,638.1,7.8,593.9,2.0,415.6,8.6,404.4,5.8,361.5,12.3,321.0,4.4,294.3,6.4
2024-11-07 03:12:10.716: 2136.6,0.2,1040.1,2.7,608.6,7.9,560.5,2.0,447.3,7.3,364.1,5.6,357.4,12.3,341.0,6.1,311.1,13.3
2024-11-07 03:12:10.793: 2198.2,0.2,1032.0,2.7,567.9,8.0,548.3,2.0,529.7,5.7,343.7,12.6,289.4,13.6,245.2,6.6,224.5,12.0
2024-11-07 03:12:10.870: 2160.4,0.2,1058.5,2.7,558.8,8.0,557.4,7.8,556.8,2.0,546.9,5.7,333.1,12.4,317.4,13.6,308.7,6.1
2024-11-07 03:12:10.947: 2160.0,0.2,1065.3,2.7,629.0,5.8,612.6,7.8,540.7,2.0,483.6,3.2,338.9,6.1,332.3,12.6,275.1,13.4
2024-11-07 03:12:11.024: 2133.9,0.2,1091.6,2.7,642.3,5.7,630.5,2.0,615.0,7.8,520.6,3.2,343.2,6.1,320.5,12.5,282.3,14.1
2024-11-07 03:12:11.101: 2118.2,0.2,1061.2,2.7,739.3,2.0,590.6,7.9,546.2,5.7,509.8,3.2,349.4,6.1,317.6,12.8,301.4,1.4
2024-11-07 03:12:11.178: 2106.8,0.2,1049.7,2.7,803.5,2.0,608.7,8.0,571.6,5.7,511.0,3.2,447.9,7.3,348.7,1.4,346.1,6.1
2024-11-07 03:12:11.255: 2078.6,0.2,1068.9,2.7,820.2,2.0,622.6,8.0,532.5,3.2,502.7,5.6,456.1,7.3,375.5,1.4,366.9,6.1
2024-11-07 03:12:11.332: 2091.2,0.2,1058.5,2.7,793.5,2.0,610.5,8.0,531.2,3.2,522.6,5.7,457.5,7.3,360.2,1.4,336.9,6.1
2024-11-07 03:12:11.409: 2083.9,0.2,1048.3,2.7,759.0,2.0,616.0,8.0,531.5,5.7,514.1,3.2,458.1,7.3,361.8,6.1,354.9,1.4
2024-11-07 03:12:11.486: 2070.5,0.2,1051.7,2.7,746.3,2.0,618.9,8.0,518.1,5.7,517.1,3.2,452.0,7.3,348.5,6.1,339.3,1.4
2024-11-07 03:12:11.563: 2083.2,0.2,1088.2,2.7,737.0,2.0,624.2,7.9,529.4,3.2,494.2,5.6,437.2,7.3,380.3,6.1,337.2,1.4
2024-11-07 03:12:11.640: 2073.0,0.2,1111.7,2.7,679.8,2.0,621.8,7.8,535.4,5.7,529.5,3.2,370.8,6.1,341.3,12.4,321.3,14.2
2024-11-07 03:12:11.717: 2075.0,0.2,1069.8,2.7,639.0,7.8,576.8,2.0,525.8,5.6,476.1,3.2,385.0,6.1,347.4,12.4,315.1,14.2
2024-11-07 03:12:11.794: 2088.7,0.2,907.8,2.7,657.5,5.7,623.9,7.7,497.1,8.5,495.3,2.0,360.3,3.1,352.8,12.4,326.1,6.1
2024-11-07 03:12:11.871: 2114.0,0.2,828.3,2.7,673.5,7.7,489.7,5.6,408.2,3.1,407.5,2.0,394.3,7.3,340.5,12.4,315.6,13.8
2024-11-07 03:12:11.948: 2125.4,0.2,815.9,2.7,669.6,7.7,450.9,3.1,413.6,5.6,373.1,2.0,328.4,12.3,314.6,6.0,312.9,13.8
2024-11-07 03:12:12.025: 2161.0,0.2,716.6,2.7,623.0,7.6,576.9,8.1,425.4,2.0,405.3,3.1,391.6,1.7,376.2,5.6,366.8,7.0
2024-11-07 03:12:12.102: 2186.5,0.2,642.4,2.6,589.2,8.3,578.3,7.6,543.6,1.6,410.8,2.0,398.4,2.3,393.4,5.5,391.8,7.0
2024-11-07 03:12:12.179: 2152.9,0.2,590.2,7.6,586.1,1.7,578.7,2.6,548.5,8.3,511.2,5.6,452.5,2.3,388.5,2.0,369.5,7.0
2024-11-07 03:12:12.256: 2150.0,0.2,647.2,1.6,598.8,7.6,507.3,2.3,495.9,8.1,450.3,2.0,413.2,5.7,388.5,2.6,356.2,2.7
2024-11-07 03:12:12.333: 2245.2,0.2,729.3,1.5,613.6,7.6,558.4,2.0,472.1,5.7,405.1,2.3,347.9,2.6,314.9,12.3,314.4,6.9
2024-11-07 03:12:12.410: 2237.9,0.2,803.9,1.5,614.3,7.6,477.1,2.0,461.0,2.3,374.7,2.8,374.4,8.6,345.2,12.9,342.8,5.7
2024-11-07 03:12:12.487: 2186.2,0.2,749.2,2.0,735.5,1.5,599.3,2.8,533.9,7.6,482.1,2.3,396.2,8.6,333.2,12.9,331.1,4.3
2024-11-07 03:12:12.564: 2150.3,0.2,917.1,2.0,731.2,2.8,662.1,1.5,489.5,7.7,484.2,2.3,359.7,4.2,327.0,5.5,321.3,8.7
2024-11-07 03:12:12.641: 2205.3,0.2,654.8,2.0,575.3,1.4,537.3,2.8,495.4,7.5,458.4,2.3,414.3,5.7,323.9,4.2,310.3,12.9
2024-11-07 03:12:12.718: 2294.7,0.2,598.5,2.0,501.8,2.4,500.0,2.9,490.2,7.5,410.6,1.4,408.2,2.6,346.3,5.5,327.4,4.5
2024-11-07 03:12:12.795: 2272.9,0.2,759.6,2.0,495.5,1.4,454.0,2.9,445.9,7.4,376.3,2.4,349.7,8.7,347.3,7.9,329.3,5.6
2024-11-07 03:12:12.872: 2280.9,0.2,759.1,1.5,727.0,1.9,631.4,2.8,462.3,2.6,436.7,7.4,429.6,2.4,347.6,8.7,345.9,7.9
2024-11-07 03:12:12.949: 2297.1,0.2,724.3,1.7,586.2,2.8,394.6,2.6,389.6,7.9,382.4,7.4,361.1,6.1,311.3,2.4,310.0,8.6
2024-11-07 03:12:13.026: 2260.0,0.2,819.4,1.7,454.8,2.9,370.9,7.4,367.1,7.9,358.8,6.1,351.4,3.6,315.4,8.7,311.7,14.0
2024-11-07 03:12:13.103: 2257.3,0.2,844.2,1.7,401.3,6.1,396.4,7.5,390.1,2.9,363.9,7.9,316.1,13.2,312.3,14.0,311.3,3.8
2024-11-07 03:12:13.180: 2257.8,0.2,855.1,1.8,607.7,1.4,520.1,6.1,408.9,2.9,403.8,7.3,376.1,8.1,341.9,8.6,313.5,13.2
2024-11-07 03:12:13.257: 2279.7,0.2,847.5,1.9,525.6,1.4,464.9,5.8,398.7,7.4,395.7,2.8,373.6,3.5,359.5,7.9,296.8,13.1
2024-11-07 03:12:13.334: 2254.8,0.2,595.4,2.0,531.6,2.8,509.4,5.8,503.7,1.4,404.0,3.6,383.9,8.2,380.9,7.4,351.0,2.4
2024-11-07 03:12:13.411: 2216.2,0.2,581.5,2.8,551.5,1.4,506.4,2.0,479.4,2.4,473.1,2.6,410.7,7.9,406.3,3.7,395.6,7.3
2024-11-07 03:12:13.488: 2272.6,0.2,464.5,2.9,464.4,2.4,439.1,1.5,437.4,2.1,417.5,2.6,408.6,7.9,399.0,7.4,352.9,6.5
2024-11-07 03:12:13.565: 2277.3,0.2,443.8,1.5,428.9,7.4,420.7,2.4,404.5,2.2,402.5,7.9,381.2,5.7,378.6,2.9,373.8,6.5
2024-11-07 03:12:13.642: 2282.5,0.2,456.4,1.6,426.5,7.3,420.6,2.4,406.2,2.9,398.9,7.9,390.9,2.6,385.3,6.5,371.1,3.3
2024-11-07 03:12:13.719: 2262.9,0.2,462.9,1.5,457.5,7.3,423.3,3.3,420.6,2.4,403.6,5.8,397.2,6.5,362.6,7.9,340.7,2.9
2024-11-07 03:12:13.796: 2252.5,0.2,634.1,2.0,577.6,5.7,549.7,2.8,507.0,1.5,451.5,7.4,378.9,6.5,366.9,8.0,350.6,2.3
2024-11-07 03:12:13.873: 2229.8,0.2,613.5,2.0,549.6,2.8,521.3,1.5,472.0,5.7,444.4,7.4,411.5,2.3,392.8,3.3,385.5,7.9
2024-11-07 03:12:13.950: 2283.6,0.2,560.1,1.5,453.3,7.5,429.3,2.0,403.3,2.4,401.4,3.3,386.4,2.8,365.3,7.9,355.1,6.5
2024-11-07 03:12:14.027: 2276.6,0.2,613.8,1.5,463.0,2.0,452.3,2.8,440.5,7.5,428.4,2.4,383.1,3.3,347.4,7.9,335.4,12.9
2024-11-07 03:12:14.104: 2234.6,0.2,693.1,2.0,673.3,2.8,620.8,1.5,481.3,7.4,385.6,2.3,338.3,8.5,331.6,12.9,326.5,8.0
2024-11-07 03:12:14.180: 2184.5,0.2,758.4,2.0,706.2,2.8,644.5,1.5,452.2,2.3,438.7,7.4,395.6,5.6,349.7,3.3,329.8,6.4
2024-11-07 03:12:14.256: 2278.5,0.2,805.4,1.5,501.3,2.8,440.2,2.4,425.9,7.5,418.8,2.0,379.8,5.8,379.4,3.3,352.0,7.9
2024-11-07 03:12:14.333: 2298.4,0.2,947.1,1.5,490.8,2.8,444.3,7.5,434.6,2.4,418.9,3.3,349.9,7.9,334.3,8.7,326.8,5.7
2024-11-07 03:12:14.410: 2292.7,0.2,1002.0,1.5,603.6,2.8,463.5,2.4,435.7,7.6,397.9,3.3,394.4,7.9,318.1,2.0,308.4,13.5
2024-11-07 03:12:14.486: 2330.3,0.2,870.7,1.5,727.0,2.9,576.1,2.1,518.9,2.3,507.8,7.6,393.4,3.4,345.2,5.2,330.9,12.6
2024-11-07 03:12:14.563: 2339.8,0.2,912.2,1.6,599.0,2.3,558.0,2.9,529.3,7.6,411.1,5.8,380.2,2.0,375.7,8.6,359.5,5.2
2024-11-07 03:12:14.639: 2323.5,0.2,845.4,1.6,631.9,2.3,572.4,7.6,379.8,5.1,378.7,8.6,361.8,5.8,330.6,3.9,315.1,13.9
2024-11-07 03:12:14.715: 2323.7,0.2,869.2,1.6,660.0,2.3,558.7,7.6,485.3,8.1,453.5,2.6,436.1,5.1,344.5,5.8,311.8,12.6
