2024-11-07 02:56:17.572: 2404.7,0.2,269.9,5.8,180.6,1.7,155.7,3.2
2024-11-07 02:56:17.638: 2329.0,0.2,280.5,5.8,206.1,3.3,183.9,1.7
2024-11-07 02:56:17.704: 2296.2,0.2,286.4,5.8,230.5,3.3,177.2,1.7
2024-11-07 02:56:17.770: 2285.7,0.2,301.3,5.8,235.8,3.3,152.9,1.7
2024-11-07 02:56:17.838: 2280.0,0.2,298.4,5.8,237.0,3.2,151.5,2.7,150.6,2.6
2024-11-07 02:56:17.902: 2278.5,0.2,300.2,5.8,232.2,3.2
2024-11-07 02:56:17.968: 2277.1,0.2,300.8,5.8,216.9,3.2,156.2,2.6
2024-11-07 02:56:18.034: 2287.0,0.2,289.9,5.8,181.7,3.2,168.3,2.6
2024-11-07 02:56:18.098: 2297.3,0.2,286.8,5.8,179.3,2.6
2024-11-07 02:56:18.164: 2301.9,0.2,292.7,5.8,190.5,2.2,188.1,2.6
2024-11-07 02:56:18.230: 2287.5,0.2,281.9,5.8,221.3,2.2,198.9,2.6
2024-11-07 02:56:18.298: 2276.0,0.2,295.0,5.8,236.8,2.2,197.7,2.6,187.0,2.8
2024-11-07 02:56:18.366: 2297.9,0.2,281.9,5.8,245.3,2.8,223.4,2.2,204.7,2.6
2024-11-07 02:56:18.432: 2320.1,0.2,299.0,2.8,280.6,5.8,164.8,2.3
2024-11-07 02:56:18.500: 2362.9,0.2,348.6,2.8,274.2,5.7,160.4,3.6,152.5,3.4
2024-11-07 02:56:18.568: 2372.6,0.2,353.6,2.8,280.2,5.7,156.5,3.3,153.9,3.6
2024-11-07 02:56:18.634: 2378.3,0.2,336.1,2.8,300.0,5.8,153.1,3.3
2024-11-07 02:56:18.698: 2393.3,0.2,310.1,2.8,284.3,5.8
2024-11-07 02:56:18.762: 2386.4,0.2,322.6,2.8,290.9,5.8
2024-11-07 02:56:18.826: 2377.0,0.2,309.9,2.8,269.9,5.8
2024-11-07 02:56:18.890: 2353.1,0.2,295.0,2.8,281.8,5.8
2024-11-07 02:56:18.954: 2342.8,0.2,274.2,5.8,248.9,2.8
2024-11-07 02:56:19.018: 2333.6,0.2,290.8,5.8,186.8,2.8
2024-11-07 02:56:19.082: 2323.3,0.2,298.1,5.7,150.4,2.8
2024-11-07 02:56:19.146: 2346.1,0.2,286.3,5.8,170.5,2.8
2024-11-07 02:56:19.210: 2351.3,0.2,312.3,5.7,232.0,2.8
2024-11-07 02:56:19.274: 2355.5,0.2,317.5,5.8,224.8,2.7
2024-11-07 02:56:19.338: 2362.3,0.2,324.3,5.8,173.6,2.7
2024-11-07 02:56:19.400: 2341.2,0.2,299.9,5.8
2024-11-07 02:56:19.464: 2324.8,0.2,297.4,5.7,193.6,2.7
2024-11-07 02:56:19.528: 2320.6,0.2,318.7,5.8,274.5,2.7
2024-11-07 02:56:19.594: 2316.7,0.2,357.0,2.7,319.1,5.8,158.5,3.4
2024-11-07 02:56:19.660: 2318.6,0.2,392.6,2.7,327.3,5.8,166.1,3.4
2024-11-07 02:56:19.726: 2329.4,0.2,366.6,2.7,312.3,5.8,172.3,3.4
2024-11-07 02:56:19.792: 2322.8,0.2,320.8,2.7,308.5,5.8,170.7,3.4
2024-11-07 02:56:19.858: 2327.6,0.2,332.9,5.8,296.3,2.7,172.6,3.3
2024-11-07 02:56:19.924: 2356.0,0.2,338.4,5.8,236.9,2.7,181.9,3.3
2024-11-07 02:56:19.990: 2373.3,0.2,305.2,5.8,233.6,2.9,172.7,3.3
2024-11-07 02:56:20.056: 2367.1,0.2,285.7,5.8,256.2,3.0,168.2,1.8
2024-11-07 02:56:20.122: 2377.9,0.2,292.8,5.8,289.2,2.9,215.8,1.7
2024-11-07 02:56:20.190: 2403.2,0.2,310.1,2.9,278.5,5.7,261.1,1.7,158.9,3.9
2024-11-07 02:56:20.258: 2422.8,0.2,320.4,2.9,284.3,5.8,266.2,1.7,153.4,3.9
2024-11-07 02:56:20.324: 2434.4,0.2,312.4,2.9,280.8,5.8,272.1,1.7
2024-11-07 02:56:20.390: 2444.8,0.2,304.3,2.8,286.2,5.8,238.1,1.6
2024-11-07 02:56:20.456: 2458.2,0.2,332.9,2.7,286.2,5.8,202.7,1.6
2024-11-07 02:56:20.522: 2462.1,0.2,351.6,2.6,301.7,5.8,156.7,1.6
2024-11-07 02:56:20.588: 2464.8,0.2,368.0,2.6,290.2,5.8,150.3,1.8
2024-11-07 02:56:20.654: 2454.0,0.2,376.9,2.8,291.5,5.7,187.6,3.5
2024-11-07 02:56:20.720: 2425.9,0.2,369.7,2.8,288.0,5.8,221.5,3.4
2024-11-07 02:56:20.786: 2451.8,0.2,334.1,2.9,314.3,5.8,246.1,3.4
2024-11-07 02:56:20.852: 2441.5,0.2,305.9,2.9,283.2,5.8,251.4,3.4
